Competitor,Angle Category,Hook Copy,Transcript,Visual Style,Nicho,Longevity Tier
Insider Store,Benefit/Result,precisava provar com vocês esse novos looks da @insiderstore • qual seu preferido,"Chegaram umas peças novas da Insider aqui em casa e eu pensei, não vou provar sozinha, vou provar com vocês. A começar por este vestido. Gente, aquele vestido perfeito pra gente viajar, colocar na mala, não se preocupar com nada. E olha que chique, tem bolso, tem bolso, ele tem os botões aqui internos, ó. Até aqui em cima, que eu acho super chique. Eu peguei tamanho G pra caber a barriga até o final. Ele tem um caimento espetacular. Eu simplesmente amei esse vestido. Já sei que é aquele tipo de peça que eu vou usar muito. Duas peças que eu já sei que eu vou usar muito. Tô amando provar com vocês. Esse top, vocês têm que ter um de cada cor, porque é um conforto. Gente, veste tão bem. Depois que a barriga for embora, eu vou poder apertar, ó. E aí esse mesmo detalhe que tem aqui, que você consegue puxar e deixar mais apertado ou mais largo, também tem aqui a canela. Esse também pode puxar, deixar ela mais aladinha assim para quem está nessa moda. E o top, gente, é um conforto. Realmente ele perfeito A se bater um ventinho vou mostrar pra voc o que fica lindo Eu acho essa blusa a coisa mais chique Ela é super confortável e o recorte dela é super chique. E ficou lindo com essa calça. Tem a gola mais altinha aqui também. Deixa tudo mais chique, eu amei. Agora, o que é chique um look com uma legging de pezinho? Meu Deus, eu amo. E olha que nem é específico pra grávida essa aqui, mas a barriga cabe super. Ela tem um stretch, o tecido é tão maravilhoso. Você vai ter que provar pra entender o que eu tô falando. E olha que chique, eu acho lindo o pezinho com a sapatilha e essa blusa. Esse aqui é um ótimo look, inclusive, pra você viajar. Um aerolook. Eu amei, gente. De frente nem parece que eu tô grávida, né? Mas aí a gente vira... Amei. Amei esse look. Um dos meus preferidos. Essa legging é lançamento deles. Eu tenho cupom de desconto FLÁ, tudo maiúsculo, FLÁ, pra você aproveitar. E aí me conta, qual desses três looks é o seu preferido? Beijinhos! Até a próxima. Tchau!","Aqui está a análise:

1.  **Formato visual:** UGC talking head / showcase de produto.
2.  **Iluminação:** Mista - A luz parece natural, mas é complementada para brilho e uniformidade.
3.  **Ambiente:** Interno (casa/apartamento).
4.  **Paleta de cores:** Neutra, minimalista.
5.  **Qualidade de produção:** Semi-profissional.
6.  **Elemento principal de atenção:** A apresentadora e sua barriga de grávida.",Moda,Long-Runner
Beleza Brasileira,Offer/Urgency,Use o CUPOM 🏷️PAOLA10 no site da @belezabrasileirabr,Música,"Aqui está a análise:

1.  **Formato visual:** Aplicação de produto com elemento de antes-depois implícito.
2.  **Iluminação:** Principalmente natural, complementada para realçar a pele e o ambiente.
3.  **Foco corporal:** Produto sendo aplicado nas pernas e coxas da modelo.
4.  **Paleta de cores:** Vibrante e neutra.
5.  **Qualidade de produção:** Semi-profissional.
6.  **Elemento principal de atenção:** A aplicação do produto e a subsequente aparência da pele.",Beleza,Solid
Beleza Brasileira,Pain-to-Solution,"Meu pré-treino, aos 46 anos, começa pós o banho 💛🩵 com essa duplinha perfeita 🤩",E aí E aí,"Aqui está a análise:

1.  **Formato visual:** Aplicação de produto com toque lifestyle e demonstração.
2.  **Iluminação:** Natural/Orgânico.
3.  **Foco corporal:** Produto sendo aplicado no corpo (abdômen e glúteos).
4.  **Paleta de cores:** Brilhante, tropical (floral), pops de cor.
5.  **Qualidade de produção:** Semi-profissional.
6.  **Elemento principal de atenção:** A apresentadora com físico tonificado e a demonstração dos produtos.",Beleza,Performer
Beleza Brasileira,Offer/Urgency,Uma pele de milhões bem na palma da mão 😌,E aí E aí,"Aqui está a análise do vídeo:

1.  **Formato visual:** Aplicação de produto e lifestyle.
2.  **Iluminação:** Mista (natural interna e solar externa).
3.  **Foco corporal:** Abdômen e demonstração geral do corpo.
4.  **Paleta de cores:** Natural, quente e vibrante.
5.  **Qualidade de produção:** UGC casual bem produzido.
6.  **Elemento principal:** Pele lisa e físico da modelo.",Beleza,Performer
Growth Supplements,Benefit/Result,Não corra riscos com a sua saúde e seus resultados,"Cuidado, o barato sai caro! O mercado está cheio de creatina misturada, falsificada, que não são aprovadas no teste de qualidade. Mas aqui na Growth, você já sabe, né? Nós não brincamos. A nossa creatina é 100% pura, produzida com matéria-prima importada e todos os laudos de qualidade são absolutamente aprovados. Pra você fazer a diferença mesmo, você precisa garantir o que funciona de verdade. Preço de fábrica, pureza, resultado no seu treino, ou seja, Growth. Clique aqui e garanta a sua creatina 100% original, 99,9% de pureza para a sua suplementação. Somos todos atletas, somos todos Growth.","Aqui está a análise:

1.  **Formato visual:** Talking head com apresentação de produto.
2.  **Iluminação:** Estúdio/Ring Light, luzes suaves e controladas.
3.  **Ambiente:** Casa (ambiente interno moderno e limpo).
4.  **Paleta de cores:** Verde, preto e tons neutros com destaques vibrantes.
5.  **Qualidade de produção:** Estúdio profissional com edição limpa.
6.  **Elemento principal de atenção:** O apresentador carismático e a mensagem de qualidade.",Wellness,Solid
Creamy Skincare,Pain-to-Solution,"Quem convive com dermatite sabe como a pele pode ficar sensível, ressecada e desconfortável no dia a dia","E a barreira cutânea dela tá mais saudável na outra pele. Vê como a pele dela tá com viço na segunda foto. Nicole, essa é a Pri, também outra cream lover, que usou o calming cream como aliada e teve um resultado muito bacana. Não precisou usar nenhum ácido e obteve esse resultado. E ela tá com essa vermelhidão. O que o calming cream causou na pele dela que fez ela ter essa melhora? Como o calming cream tem não só o calming cream complex, mas ele também tem outros ingredientes de ação muito calmante, ele causou uma ação anti-inflamatória nessa irritação de pele. Você vê que a dermatite estava bem nessa área lateral e mesmo assim, estava bem intensa inclusive, e mesmo assim o calming cream foi suficiente para trazer uma calma para a pele e a barreira cuténa dela está mais saudável na pele. Vê como a pele dela está com viço na segunda foto. Então a hidratação fez muito bem, estabilizou a microbiota, estabilizou essa irritação e a pele agora totalmente sem irritação, só com os ingredientes calmantes.","Aqui está a análise:

1.  **Formato visual:** Talking head com tela dividida de antes-depois.
2.  **Iluminação:** Iluminação de estúdio com cores vibrantes (fundo roxo).
3.  **Foco na pele:** Textura realista, focada na melhora visível da pele da cliente.
4.  **Paleta de cores:** Violeta e tons de pele.
5.  **Qualidade de produção:** Estúdio profissional.
6.  **Elemento principal de atenção:** A transformação da pele da cliente (antes-depois).",Beleza,Performer
Beleza Brasileira,Pain-to-Solution,AMOOOOO 🏷️PRIGURGEL @bumbumcream @belezabrasileirabr,Música,"Aqui está a análise:

1.  **Formato visual:** POV (Ponto de Vista) + Aplicação de produto.
2.  **Iluminação:** Natural/Orgânica, utilizando luz ambiente.
3.  **Foco corporal:** Produto sendo aplicado na barriga e braços.
4.  **Paleta de cores:** Vermelho, amarelo, branco.
5.  **Qualidade de produção:** UGC (Conteúdo Gerado pelo Usuário) casual.
6.  **Elemento principal de atenção:** A demonstração da aplicação do creme para celulite.",Beleza,Performer
Live!,Social Proof,A energia que move seu treino começa no que você veste,E aí,"Aqui está a análise em 6 linhas curtas:

1.  **Formato visual:** Lifestyle fitness com produto em uso.
2.  **Iluminação:** Mista (luz natural em exterior e controlada em estúdio).
3.  **Ambiente:** Externo e estúdio.
4.  **Paleta de cores:** Neutra, terrosa e minimalista.
5.  **Qualidade de produção:** Estúdio profissional.
6.  **Elemento principal de atenção:** Os atletas e o vestuário esportivo da marca ""LIVE!"".",Wellness,Performer
Plato,Benefit/Result,calça skinny resinada que define a silhueta com personalidade 🖤,"calça resinada que faltava nas suas composições de inverno acaba de desembarcar na platô por apenas 179 e amor, já te adianto, isso daqui não vai dar nem pra quem quer nessa composição eu até adicionei a jaqueta agora que eu tirei pra vocês conseguirem ver melhor os detalhes dela, tá? Ó cos alto, lindíssima tem o elastano aqui serve muito bem, tô utilizando tamanho P mas a gente tem PMG, olha o quanto essa calça veste super bem no bumbum ela tem o bolso aqui, sabe? que modela, o cos dela é bem alto, ó. Então vocês podem ficar despreocupadas, que é aquela calça que vai, de fato, complementar muito os seus looks nessa temporada. Porém, a última reposição que a gente recebeu foram milhares de peças, esgotou muito rápido. Então, amor, quem avisa, amiga, é corre pro site, que a nossa nova coleção tá liberada. E além dessa calça, tem muito mais te esperando.","Aqui está a análise:

1.  **Formato visual:** UGC estilo showcase de produto.
2.  **Iluminação:** Misto, combinando luz natural de uma janela com iluminação interna embutida.
3.  **Ambiente:** Interno (sala de estar/jantar de um apartamento moderno).
4.  **Paleta de cores:** Tons terrosos, marrom, neutros.
5.  **Qualidade de produção:** UGC casual e bem executado.
6.  **Elemento principal de atenção:** A mulher e a calça de couro marrom.",Moda,Solid
Live!,Offer/Urgency,Descontos Progressivos de Até 40% Off,E aí,"Aqui está a análise:

1.  **Formato visual:** Lifestyle fitness.
2.  **Iluminação:** Estúdio/Ring Light, com luz suave e uniforme.
3.  **Ambiente:** Estúdio.
4.  **Paleta de cores:** Pastel, neutra.
5.  **Qualidade de produção:** Estúdio profissional.
6.  **Elemento principal de atenção:** A modelo e seu vestuário esportivo.",Wellness,Killed
Plato,Benefit/Result,a saia longa de franjas que transforma o guarda-roupa 🎀,E aí E aí,"Aqui está a análise:

1.  **Formato visual:** Showcase de produto e lifestyle.
2.  **Iluminação:** Misto - luzes de teto direcionais e luz natural ambiente.
3.  **Ambiente:** Interno - apartamento moderno e organizado.
4.  **Paleta de cores:** Neutra (base) e terrosa, com toques vibrantes.
5.  **Qualidade de produção:** Semi-profissional.
6.  **Elemento principal de atenção:** A modelo e o movimento das saias com franjas.",Moda,Long-Runner
Growth Supplements,Benefit/Result,Não corra riscos com a sua saúde e seus resultados,"Você chega na academia pra treinar e começa a trabalhar as cargas e as cargas travam. Você sente que falta força. Calma que eu vou explicar qual suplemento que vai ser o seu maior aliado pra isso. Creatina é combustível de força. Ela é quem te dá força extra pra mais repetições no seu treino. A nossa creatina é 100% pura, produzida por matéria prima importada e todos os laudos de qualidade são absolutamente aprovados. Para você fazer a diferença mesmo, você precisa garantir o que funciona de verdade. Preço de fábrica, pureza, resultado no seu treino, ou seja, Growth. Clique aqui e garanta a sua creatina 100% original, 99,9% de pureza para a sua suplementação. Somos todos atletas, somos todos Growth.","Aqui está a análise:

1.  **Formato visual:** Talking head com foco no produto e explicações.
2.  **Iluminação:** Estúdio/Ring Light, controlada e brilhante.
3.  **Ambiente:** Cenário interno de uma casa moderna.
4.  **Paleta de cores:** Neutros, verde-oliva e toques vibrantes.
5.  **Qualidade de produção:** Profissional (imagem, áudio, edição, gráficos).
6.  **Elemento principal de atenção:** O apresentador carismático e o produto Growth.",Wellness,Solid
Creamy Skincare,Education,"O cuidado anti-aging que você já conhece para o rosto, agora também chega à região dos olhos, com tecnologia para suavizar linhas, rugas e perda de firmeza",Música,"1.  Formato visual: Antes-depois com aplicação de produto.
2.  Iluminacao: Natural/Orgânico.
3.  Foco na pele: Textura realista.
4.  Paleta de cores: Quente e natural.
5.  Qualidade de producao: Semi-profissional.
6.  Elemento principal de atencao: A transformação visível da pele sob os olhos.",Beleza,Performer
Beleza Brasileira,Benefit/Result,Pele iluminada,"Olha, se ninguém tiver com a pele brilhando, com certeza eu estarei. Essas são as três versões da Bruma Iluminadora da Beleza Brasileira. Hoje eu vou usar essa opção aqui, Luz da Manhã, que traz um efeito perolado, tá? E você espirra na pele, pode espalhar, e aí vocês vão ver o resultado. Olha esse brilho, é muito impactante, sério.","Aqui está a análise do vídeo:

1.  **Formato visual:** UGC talking head / aplicação de produto.
2.  **Iluminação:** Misto (luz natural de janela e ring light).
3.  **Foco corporal:** Produto aplicado no braço e colo/ombro.
4.  **Paleta de cores:** Rosas, dourados, tons terrosos.
5.  **Qualidade de produção:** Semi-profissional / UGC de alta qualidade.
6.  **Elemento principal de atenção:** O brilho intenso e perolado na pele.",Beleza,Performer
Creamy Skincare,Benefit/Result,"Acalme sua pele com o Calming Cream Creamy: hidratação intensa, menos vermelhidão e conforto imediato todos os dias",Música,"Aqui está a análise:

1.  **Formato visual:** Aplicação de produto com um toque lifestyle.
2.  **Iluminação:** Natural e orgânica, com luz solar suave realçando a pele.
3.  **Foco na pele:** Textura realista visível.
4.  **Paleta de cores:** Clara, quente e natural.
5.  **Qualidade de produção:** Semi-profissional, com aspecto cuidado.
6.  **Elemento principal de atenção:** A mulher e a aplicação relaxada do produto na pele.",Beleza,Performer
